"category","matches","percentage","module","article","total_matches_article","module_total","total_words","prop_article","prop_module","matches_per_1000w"
"Influencers",2,11.8,"Decision_Actors","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",53,17,10794,3.77,11.76,0.19
"Information",3,14.3,"Participation_Levels","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",53,21,10794,5.66,14.29,0.28
"Consultation",2,9.5,"Participation_Levels","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",53,21,10794,3.77,9.52,0.19
"Collaboration",8,38.1,"Participation_Levels","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",53,21,10794,15.09,38.1,0.74
"Co-decision",4,19,"Participation_Levels","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",53,21,10794,7.55,19.05,0.37
"Empowerment",4,19,"Participation_Levels","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",53,21,10794,7.55,19.05,0.37
"Epistemological",1,11.1,"Challenges","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",53,9,10794,1.89,11.11,0.09
"Social",2,22.2,"Challenges","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",53,9,10794,3.77,22.22,0.19
"Social",2,22.2,"Challenges","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",53,9,10794,3.77,22.22,0.19
"Social",2,22.2,"Challenges","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",53,9,10794,3.77,22.22,0.19
"Methodological",1,11.1,"Challenges","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",53,9,10794,1.89,11.11,0.09
"Methodological",1,11.1,"Challenges","Navigating climate change complexity and deep uncertainty approach for building socio-ecological resilience using qualitative dynamic simulation.pdf",53,9,10794,1.89,11.11,0.09
"Deep uncertainty",1,50,"Uncertainty_Types","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",31,2,4925,3.23,50,0.2
"Epistemic",1,50,"Uncertainty_Types","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",31,2,4925,3.23,50,0.2
"Injectors",1,8.3,"Decision_Actors","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",31,12,4925,3.23,8.33,0.2
"Beneficiaries",4,33.3,"Decision_Actors","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",31,12,4925,12.9,33.33,0.81
"Affected",2,16.7,"Decision_Actors","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",31,12,4925,6.45,16.67,0.41
"Regulators",4,33.3,"Decision_Actors","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",31,12,4925,12.9,33.33,0.81
"Influencers",1,8.3,"Decision_Actors","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",31,12,4925,3.23,8.33,0.2
"Information",3,23.1,"Participation_Levels","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",31,13,4925,9.68,23.08,0.61
"Consultation",3,23.1,"Participation_Levels","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",31,13,4925,9.68,23.08,0.61
"Collaboration",3,23.1,"Participation_Levels","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",31,13,4925,9.68,23.08,0.61
"Co-decision",1,7.7,"Participation_Levels","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",31,13,4925,3.23,7.69,0.2
"Empowerment",3,23.1,"Participation_Levels","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",31,13,4925,9.68,23.08,0.61
"Social",1,25,"Challenges","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",31,4,4925,3.23,25,0.2
"Social",1,25,"Challenges","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",31,4,4925,3.23,25,0.2
"Social",1,25,"Challenges","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",31,4,4925,3.23,25,0.2
"Methodological",1,25,"Challenges","Navigating the Water-Energy Governance Landscape and Climate Change Adaptation Strategies in the Northern Patagonia Region of Argentina.pdf",31,4,4925,3.23,25,0.2
"Epistemic",1,50,"Uncertainty_Types","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",36,2,6699,2.78,50,0.15
"Ambiguity",1,50,"Uncertainty_Types","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",36,2,6699,2.78,50,0.15
"Extractors",1,7.7,"Decision_Actors","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",36,13,6699,2.78,7.69,0.15
"Injectors",1,7.7,"Decision_Actors","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",36,13,6699,2.78,7.69,0.15
"Beneficiaries",3,23.1,"Decision_Actors","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",36,13,6699,8.33,23.08,0.45
"Affected",2,15.4,"Decision_Actors","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",36,13,6699,5.56,15.38,0.3
"Regulators",4,30.8,"Decision_Actors","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",36,13,6699,11.11,30.77,0.6
"Influencers",2,15.4,"Decision_Actors","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",36,13,6699,5.56,15.38,0.3
"Information",3,25,"Participation_Levels","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",36,12,6699,8.33,25,0.45
"Consultation",2,16.7,"Participation_Levels","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",36,12,6699,5.56,16.67,0.3
"Collaboration",3,25,"Participation_Levels","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",36,12,6699,8.33,25,0.45
"Co-decision",1,8.3,"Participation_Levels","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",36,12,6699,2.78,8.33,0.15
"Empowerment",3,25,"Participation_Levels","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",36,12,6699,8.33,25,0.45
"Institutional",1,11.1,"Challenges","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",36,9,6699,2.78,11.11,0.15
"Institutional",1,11.1,"Challenges","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",36,9,6699,2.78,11.11,0.15
"Institutional",1,11.1,"Challenges","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",36,9,6699,2.78,11.11,0.15
"Social",2,22.2,"Challenges","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",36,9,6699,5.56,22.22,0.3
"Social",2,22.2,"Challenges","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",36,9,6699,5.56,22.22,0.3
"Social",2,22.2,"Challenges","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",36,9,6699,5.56,22.22,0.3
"Deep uncertainty",1,33.3,"Uncertainty_Types","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",53,3,18256,1.89,33.33,0.05
"Epistemic",1,33.3,"Uncertainty_Types","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",53,3,18256,1.89,33.33,0.05
"Ambiguity",1,33.3,"Uncertainty_Types","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",53,3,18256,1.89,33.33,0.05
"Injectors",1,4.3,"Decision_Actors","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",53,23,18256,1.89,4.35,0.05
"Beneficiaries",5,21.7,"Decision_Actors","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",53,23,18256,9.43,21.74,0.27
"Affected",5,21.7,"Decision_Actors","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",53,23,18256,9.43,21.74,0.27
"Regulators",7,30.4,"Decision_Actors","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",53,23,18256,13.21,30.43,0.38
"Influencers",5,21.7,"Decision_Actors","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",53,23,18256,9.43,21.74,0.27
"Information",3,17.6,"Participation_Levels","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",53,17,18256,5.66,17.65,0.16
"Consultation",4,23.5,"Participation_Levels","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",53,17,18256,7.55,23.53,0.22
"Collaboration",6,35.3,"Participation_Levels","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",53,17,18256,11.32,35.29,0.33
"Co-decision",1,5.9,"Participation_Levels","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",53,17,18256,1.89,5.88,0.05
"Empowerment",3,17.6,"Participation_Levels","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",53,17,18256,5.66,17.65,0.16
"Institutional",1,10,"Challenges","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",53,10,18256,1.89,10,0.05
"Institutional",1,10,"Challenges","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",53,10,18256,1.89,10,0.05
"Institutional",1,10,"Challenges","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",53,10,18256,1.89,10,0.05
"Social",2,20,"Challenges","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",53,10,18256,3.77,20,0.11
"Social",2,20,"Challenges","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",53,10,18256,3.77,20,0.11
"Social",2,20,"Challenges","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",53,10,18256,3.77,20,0.11
"Methodological",1,10,"Challenges","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",53,10,18256,1.89,10,0.05
"Deep uncertainty",1,50,"Uncertainty_Types","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",38,2,5473,2.63,50,0.18
"Epistemic",1,50,"Uncertainty_Types","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",38,2,5473,2.63,50,0.18
"Extractors",1,7.1,"Decision_Actors","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",38,14,5473,2.63,7.14,0.18
"Injectors",1,7.1,"Decision_Actors","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",38,14,5473,2.63,7.14,0.18
"Beneficiaries",5,35.7,"Decision_Actors","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",38,14,5473,13.16,35.71,0.91
"Affected",3,21.4,"Decision_Actors","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",38,14,5473,7.89,21.43,0.55
"Regulators",1,7.1,"Decision_Actors","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",38,14,5473,2.63,7.14,0.18
"Influencers",3,21.4,"Decision_Actors","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",38,14,5473,7.89,21.43,0.55
"Information",3,20,"Participation_Levels","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",38,15,5473,7.89,20,0.55
"Consultation",2,13.3,"Participation_Levels","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",38,15,5473,5.26,13.33,0.37
"Collaboration",4,26.7,"Participation_Levels","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",38,15,5473,10.53,26.67,0.73
"Co-decision",2,13.3,"Participation_Levels","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",38,15,5473,5.26,13.33,0.37
"Empowerment",4,26.7,"Participation_Levels","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",38,15,5473,10.53,26.67,0.73
"Social",2,28.6,"Challenges","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",38,7,5473,5.26,28.57,0.37
"Social",2,28.6,"Challenges","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",38,7,5473,5.26,28.57,0.37
"Social",2,28.6,"Challenges","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",38,7,5473,5.26,28.57,0.37
"Methodological",1,14.3,"Challenges","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",38,7,5473,2.63,14.29,0.18
"Deep uncertainty",1,33.3,"Uncertainty_Types","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",45,3,8054,2.22,33.33,0.12
"Epistemic",2,66.7,"Uncertainty_Types","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",45,3,8054,4.44,66.67,0.25
"Beneficiaries",3,23.1,"Decision_Actors","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",45,13,8054,6.67,23.08,0.37
"Affected",5,38.5,"Decision_Actors","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",45,13,8054,11.11,38.46,0.62
"Regulators",3,23.1,"Decision_Actors","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",45,13,8054,6.67,23.08,0.37
"Influencers",2,15.4,"Decision_Actors","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",45,13,8054,4.44,15.38,0.25
"Information",4,26.7,"Participation_Levels","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",45,15,8054,8.89,26.67,0.5
"Consultation",4,26.7,"Participation_Levels","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",45,15,8054,8.89,26.67,0.5
"Collaboration",3,20,"Participation_Levels","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",45,15,8054,6.67,20,0.37
"Co-decision",1,6.7,"Participation_Levels","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",45,15,8054,2.22,6.67,0.12
"Empowerment",3,20,"Participation_Levels","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",45,15,8054,6.67,20,0.37
"Epistemological",1,7.1,"Challenges","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",45,14,8054,2.22,7.14,0.12
"Institutional",1,7.1,"Challenges","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",45,14,8054,2.22,7.14,0.12
"Social",3,21.4,"Challenges","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",45,14,8054,6.67,21.43,0.37
"Social",3,21.4,"Challenges","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",45,14,8054,6.67,21.43,0.37
"Social",3,21.4,"Challenges","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",45,14,8054,6.67,21.43,0.37
"Methodological",1,7.1,"Challenges","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",45,14,8054,2.22,7.14,0.12
"Methodological",1,7.1,"Challenges","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",45,14,8054,2.22,7.14,0.12
"Methodological",1,7.1,"Challenges","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",45,14,8054,2.22,7.14,0.12
"Epistemic",1,100,"Uncertainty_Types","Power sector investment implications of climate impacts on renewable resources in Latin America and the Caribbean.pdf",13,1,7285,7.69,100,0.14
"Injectors",2,33.3,"Decision_Actors","Power sector investment implications of climate impacts on renewable resources in Latin America and the Caribbean.pdf",13,6,7285,15.38,33.33,0.27
"Beneficiaries",1,16.7,"Decision_Actors","Power sector investment implications of climate impacts on renewable resources in Latin America and the Caribbean.pdf",13,6,7285,7.69,16.67,0.14
"Affected",2,33.3,"Decision_Actors","Power sector investment implications of climate impacts on renewable resources in Latin America and the Caribbean.pdf",13,6,7285,15.38,33.33,0.27
"Regulators",1,16.7,"Decision_Actors","Power sector investment implications of climate impacts on renewable resources in Latin America and the Caribbean.pdf",13,6,7285,7.69,16.67,0.14
"Co-decision",1,50,"Participation_Levels","Power sector investment implications of climate impacts on renewable resources in Latin America and the Caribbean.pdf",13,2,7285,7.69,50,0.14
"Empowerment",1,50,"Participation_Levels","Power sector investment implications of climate impacts on renewable resources in Latin America and the Caribbean.pdf",13,2,7285,7.69,50,0.14
"Methodological",2,50,"Challenges","Power sector investment implications of climate impacts on renewable resources in Latin America and the Caribbean.pdf",13,4,7285,15.38,50,0.27
"Methodological",1,25,"Challenges","Power sector investment implications of climate impacts on renewable resources in Latin America and the Caribbean.pdf",13,4,7285,7.69,25,0.14
"Methodological",1,25,"Challenges","Power sector investment implications of climate impacts on renewable resources in Latin America and the Caribbean.pdf",13,4,7285,7.69,25,0.14
"Affected",1,20,"Decision_Actors","Regla de Cobertura Óptima RCO de embalses para evitar sequías..pdf",9,5,4908,11.11,20,0.2
"Regulators",2,40,"Decision_Actors","Regla de Cobertura Óptima RCO de embalses para evitar sequías..pdf",9,5,4908,22.22,40,0.41
"Influencers",2,40,"Decision_Actors","Regla de Cobertura Óptima RCO de embalses para evitar sequías..pdf",9,5,4908,22.22,40,0.41
"Consultation",1,33.3,"Participation_Levels","Regla de Cobertura Óptima RCO de embalses para evitar sequías..pdf",9,3,4908,11.11,33.33,0.2
"Co-decision",1,33.3,"Participation_Levels","Regla de Cobertura Óptima RCO de embalses para evitar sequías..pdf",9,3,4908,11.11,33.33,0.2
"Empowerment",1,33.3,"Participation_Levels","Regla de Cobertura Óptima RCO de embalses para evitar sequías..pdf",9,3,4908,11.11,33.33,0.2
"Methodological",1,100,"Challenges","Regla de Cobertura Óptima RCO de embalses para evitar sequías..pdf",9,1,4908,11.11,100,0.2
"Epistemic",1,100,"Uncertainty_Types","Robust-Strategy-for-Assessing-the-Costs-of-Urban-Drainage-System-Designs-under-Climate-Change-ScenariosJournal-of-Water-Resources-Planning-and-Management.pdf",12,1,6774,8.33,100,0.15
"Injectors",1,20,"Decision_Actors","Robust-Strategy-for-Assessing-the-Costs-of-Urban-Drainage-System-Designs-under-Climate-Change-ScenariosJournal-of-Water-Resources-Planning-and-Management.pdf",12,5,6774,8.33,20,0.15
"Beneficiaries",1,20,"Decision_Actors","Robust-Strategy-for-Assessing-the-Costs-of-Urban-Drainage-System-Designs-under-Climate-Change-ScenariosJournal-of-Water-Resources-Planning-and-Management.pdf",12,5,6774,8.33,20,0.15
"Affected",2,40,"Decision_Actors","Robust-Strategy-for-Assessing-the-Costs-of-Urban-Drainage-System-Designs-under-Climate-Change-ScenariosJournal-of-Water-Resources-Planning-and-Management.pdf",12,5,6774,16.67,40,0.3
"Regulators",1,20,"Decision_Actors","Robust-Strategy-for-Assessing-the-Costs-of-Urban-Drainage-System-Designs-under-Climate-Change-ScenariosJournal-of-Water-Resources-Planning-and-Management.pdf",12,5,6774,8.33,20,0.15
"Consultation",1,20,"Participation_Levels","Robust-Strategy-for-Assessing-the-Costs-of-Urban-Drainage-System-Designs-under-Climate-Change-ScenariosJournal-of-Water-Resources-Planning-and-Management.pdf",12,5,6774,8.33,20,0.15
"Collaboration",2,40,"Participation_Levels","Robust-Strategy-for-Assessing-the-Costs-of-Urban-Drainage-System-Designs-under-Climate-Change-ScenariosJournal-of-Water-Resources-Planning-and-Management.pdf",12,5,6774,16.67,40,0.3
"Co-decision",1,20,"Participation_Levels","Robust-Strategy-for-Assessing-the-Costs-of-Urban-Drainage-System-Designs-under-Climate-Change-ScenariosJournal-of-Water-Resources-Planning-and-Management.pdf",12,5,6774,8.33,20,0.15
"Empowerment",1,20,"Participation_Levels","Robust-Strategy-for-Assessing-the-Costs-of-Urban-Drainage-System-Designs-under-Climate-Change-ScenariosJournal-of-Water-Resources-Planning-and-Management.pdf",12,5,6774,8.33,20,0.15
"Methodological",1,100,"Challenges","Robust-Strategy-for-Assessing-the-Costs-of-Urban-Drainage-System-Designs-under-Climate-Change-ScenariosJournal-of-Water-Resources-Planning-and-Management.pdf",12,1,6774,8.33,100,0.15
"Deep uncertainty",1,50,"Uncertainty_Types","Robust Prioritization Framework for Transport Infrastructure Adaptation Investments under Uncertainty of Climate Change.pdf",10,2,5180,10,50,0.19
"Epistemic",1,50,"Uncertainty_Types","Robust Prioritization Framework for Transport Infrastructure Adaptation Investments under Uncertainty of Climate Change.pdf",10,2,5180,10,50,0.19
"Injectors",1,25,"Decision_Actors","Robust Prioritization Framework for Transport Infrastructure Adaptation Investments under Uncertainty of Climate Change.pdf",10,4,5180,10,25,0.19
"Affected",1,25,"Decision_Actors","Robust Prioritization Framework for Transport Infrastructure Adaptation Investments under Uncertainty of Climate Change.pdf",10,4,5180,10,25,0.19
"Regulators",1,25,"Decision_Actors","Robust Prioritization Framework for Transport Infrastructure Adaptation Investments under Uncertainty of Climate Change.pdf",10,4,5180,10,25,0.19
"Influencers",1,25,"Decision_Actors","Robust Prioritization Framework for Transport Infrastructure Adaptation Investments under Uncertainty of Climate Change.pdf",10,4,5180,10,25,0.19
"Information",2,50,"Participation_Levels","Robust Prioritization Framework for Transport Infrastructure Adaptation Investments under Uncertainty of Climate Change.pdf",10,4,5180,20,50,0.39
"Co-decision",1,25,"Participation_Levels","Robust Prioritization Framework for Transport Infrastructure Adaptation Investments under Uncertainty of Climate Change.pdf",10,4,5180,10,25,0.19
"Empowerment",1,25,"Participation_Levels","Robust Prioritization Framework for Transport Infrastructure Adaptation Investments under Uncertainty of Climate Change.pdf",10,4,5180,10,25,0.19
"Deep uncertainty",1,50,"Uncertainty_Types","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",63,2,38433,1.59,50,0.03
"Epistemic",1,50,"Uncertainty_Types","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",63,2,38433,1.59,50,0.03
"Extractors",2,7.7,"Decision_Actors","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",63,26,38433,3.17,7.69,0.05
"Injectors",2,7.7,"Decision_Actors","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",63,26,38433,3.17,7.69,0.05
"Beneficiaries",6,23.1,"Decision_Actors","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",63,26,38433,9.52,23.08,0.16
"Affected",5,19.2,"Decision_Actors","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",63,26,38433,7.94,19.23,0.13
"Regulators",7,26.9,"Decision_Actors","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",63,26,38433,11.11,26.92,0.18
"Influencers",4,15.4,"Decision_Actors","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",63,26,38433,6.35,15.38,0.1
"Information",4,20,"Participation_Levels","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",63,20,38433,6.35,20,0.1
"Consultation",5,25,"Participation_Levels","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",63,20,38433,7.94,25,0.13
"Collaboration",6,30,"Participation_Levels","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",63,20,38433,9.52,30,0.16
"Co-decision",2,10,"Participation_Levels","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",63,20,38433,3.17,10,0.05
"Empowerment",3,15,"Participation_Levels","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",63,20,38433,4.76,15,0.08
"Institutional",1,6.7,"Challenges","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",63,15,38433,1.59,6.67,0.03
"Institutional",1,6.7,"Challenges","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",63,15,38433,1.59,6.67,0.03
"Institutional",1,6.7,"Challenges","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",63,15,38433,1.59,6.67,0.03
"Social",2,13.3,"Challenges","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",63,15,38433,3.17,13.33,0.05
"Social",3,20,"Challenges","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",63,15,38433,4.76,20,0.08
"Social",3,20,"Challenges","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",63,15,38433,4.76,20,0.08
"Methodological",2,13.3,"Challenges","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",63,15,38433,3.17,13.33,0.05
"Methodological",1,6.7,"Challenges","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",63,15,38433,1.59,6.67,0.03
"Methodological",1,6.7,"Challenges","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",63,15,38433,1.59,6.67,0.03
"Deep uncertainty",1,50,"Uncertainty_Types","The benefits for decarbonization.pdf",57,2,19492,1.75,50,0.05
"Epistemic",1,50,"Uncertainty_Types","The benefits for decarbonization.pdf",57,2,19492,1.75,50,0.05
"Extractors",1,4.5,"Decision_Actors","The benefits for decarbonization.pdf",57,22,19492,1.75,4.55,0.05
"Injectors",3,13.6,"Decision_Actors","The benefits for decarbonization.pdf",57,22,19492,5.26,13.64,0.15
"Beneficiaries",5,22.7,"Decision_Actors","The benefits for decarbonization.pdf",57,22,19492,8.77,22.73,0.26
"Affected",4,18.2,"Decision_Actors","The benefits for decarbonization.pdf",57,22,19492,7.02,18.18,0.21
"Regulators",6,27.3,"Decision_Actors","The benefits for decarbonization.pdf",57,22,19492,10.53,27.27,0.31
"Influencers",3,13.6,"Decision_Actors","The benefits for decarbonization.pdf",57,22,19492,5.26,13.64,0.15
"Information",3,17.6,"Participation_Levels","The benefits for decarbonization.pdf",57,17,19492,5.26,17.65,0.15
"Consultation",3,17.6,"Participation_Levels","The benefits for decarbonization.pdf",57,17,19492,5.26,17.65,0.15
"Collaboration",5,29.4,"Participation_Levels","The benefits for decarbonization.pdf",57,17,19492,8.77,29.41,0.26
"Co-decision",2,11.8,"Participation_Levels","The benefits for decarbonization.pdf",57,17,19492,3.51,11.76,0.1
"Empowerment",4,23.5,"Participation_Levels","The benefits for decarbonization.pdf",57,17,19492,7.02,23.53,0.21
"Institutional",1,6.2,"Challenges","The benefits for decarbonization.pdf",57,16,19492,1.75,6.25,0.05
"Institutional",1,6.2,"Challenges","The benefits for decarbonization.pdf",57,16,19492,1.75,6.25,0.05
"Institutional",1,6.2,"Challenges","The benefits for decarbonization.pdf",57,16,19492,1.75,6.25,0.05
"Social",2,12.5,"Challenges","The benefits for decarbonization.pdf",57,16,19492,3.51,12.5,0.1
"Social",2,12.5,"Challenges","The benefits for decarbonization.pdf",57,16,19492,3.51,12.5,0.1
