"category","matches","percentage","module","article","total_matches_article","module_total","total_words","prop_article","prop_module","matches_per_1000w"
"Empowerment",15,57.7,"Participation_Levels","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",66,26,7200,22.73,57.69,2.08
"Institutional",1,33.3,"Challenges","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",66,3,7200,1.52,33.33,0.14
"Institutional",1,33.3,"Challenges","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",66,3,7200,1.52,33.33,0.14
"Institutional",1,33.3,"Challenges","ntegrated energy-water-land nexus planning to guide national policy an example from Uruguay.pdf",66,3,7200,1.52,33.33,0.14
"Deep uncertainty",2,1,"Uncertainty_Types","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",715,205,20748,0.28,0.98,0.1
"Epistemic",202,98.5,"Uncertainty_Types","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",715,205,20748,28.25,98.54,9.74
"Ambiguity",1,0.5,"Uncertainty_Types","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",715,205,20748,0.14,0.49,0.05
"Extractors",10,2.4,"Decision_Actors","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",715,413,20748,1.4,2.42,0.48
"Injectors",1,0.2,"Decision_Actors","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",715,413,20748,0.14,0.24,0.05
"Beneficiaries",64,15.5,"Decision_Actors","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",715,413,20748,8.95,15.5,3.08
"Affected",19,4.6,"Decision_Actors","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",715,413,20748,2.66,4.6,0.92
"Regulators",212,51.3,"Decision_Actors","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",715,413,20748,29.65,51.33,10.22
"Influencers",107,25.9,"Decision_Actors","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",715,413,20748,14.97,25.91,5.16
"Information",19,21.6,"Participation_Levels","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",715,88,20748,2.66,21.59,0.92
"Consultation",9,10.2,"Participation_Levels","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",715,88,20748,1.26,10.23,0.43
"Collaboration",47,53.4,"Participation_Levels","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",715,88,20748,6.57,53.41,2.27
"Empowerment",13,14.8,"Participation_Levels","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",715,88,20748,1.82,14.77,0.63
"Institutional",2,22.2,"Challenges","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",715,9,20748,0.28,22.22,0.1
"Institutional",2,22.2,"Challenges","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",715,9,20748,0.28,22.22,0.1
"Institutional",2,22.2,"Challenges","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",715,9,20748,0.28,22.22,0.1
"Methodological",3,33.3,"Challenges","Options-to-Achieve-Carbon-Neutrality-in-Chile-An-Assessment-Under-Uncertainty.pdf",715,9,20748,0.42,33.33,0.14
"Deep uncertainty",6,13,"Uncertainty_Types","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",150,46,5869,4,13.04,1.02
"Epistemic",40,87,"Uncertainty_Types","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",150,46,5869,26.67,86.96,6.82
"Extractors",4,6,"Decision_Actors","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",150,67,5869,2.67,5.97,0.68
"Injectors",30,44.8,"Decision_Actors","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",150,67,5869,20,44.78,5.11
"Beneficiaries",15,22.4,"Decision_Actors","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",150,67,5869,10,22.39,2.56
"Affected",6,9,"Decision_Actors","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",150,67,5869,4,8.96,1.02
"Regulators",2,3,"Decision_Actors","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",150,67,5869,1.33,2.99,0.34
"Influencers",10,14.9,"Decision_Actors","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",150,67,5869,6.67,14.93,1.7
"Information",11,32.4,"Participation_Levels","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",150,34,5869,7.33,32.35,1.87
"Collaboration",8,23.5,"Participation_Levels","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",150,34,5869,5.33,23.53,1.36
"Co-decision",1,2.9,"Participation_Levels","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",150,34,5869,0.67,2.94,0.17
"Empowerment",14,41.2,"Participation_Levels","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",150,34,5869,9.33,41.18,2.39
"Methodological",3,100,"Challenges","Planificación de infraestructura hídrica para el futuro incierto en América Latina.pdf",150,3,5869,2,100,0.51
"Deep uncertainty",7,14.3,"Uncertainty_Types","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",144,49,8549,4.86,14.29,0.82
"Epistemic",42,85.7,"Uncertainty_Types","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",144,49,8549,29.17,85.71,4.91
"Extractors",1,2.9,"Decision_Actors","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",144,35,8549,0.69,2.86,0.12
"Beneficiaries",12,34.3,"Decision_Actors","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",144,35,8549,8.33,34.29,1.4
"Affected",9,25.7,"Decision_Actors","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",144,35,8549,6.25,25.71,1.05
"Regulators",4,11.4,"Decision_Actors","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",144,35,8549,2.78,11.43,0.47
"Influencers",9,25.7,"Decision_Actors","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",144,35,8549,6.25,25.71,1.05
"Information",25,56.8,"Participation_Levels","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",144,44,8549,17.36,56.82,2.92
"Consultation",7,15.9,"Participation_Levels","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",144,44,8549,4.86,15.91,0.82
"Collaboration",3,6.8,"Participation_Levels","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",144,44,8549,2.08,6.82,0.35
"Empowerment",9,20.5,"Participation_Levels","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",144,44,8549,6.25,20.45,1.05
"Epistemological",2,12.5,"Challenges","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",144,16,8549,1.39,12.5,0.23
"Institutional",2,12.5,"Challenges","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",144,16,8549,1.39,12.5,0.23
"Social",1,6.2,"Challenges","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",144,16,8549,0.69,6.25,0.12
"Social",1,6.2,"Challenges","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",144,16,8549,0.69,6.25,0.12
"Social",1,6.2,"Challenges","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",144,16,8549,0.69,6.25,0.12
"Methodological",3,18.8,"Challenges","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",144,16,8549,2.08,18.75,0.35
"Methodological",3,18.8,"Challenges","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",144,16,8549,2.08,18.75,0.35
"Methodological",3,18.8,"Challenges","Planning for resilience  Incorporating scenario and model uncertainty and.pdf",144,16,8549,2.08,18.75,0.35
"Epistemic",15,100,"Uncertainty_Types","Power sector investment implications of climate impacts on renewable resources in Latin America and the Caribbean.pdf",131,15,7497,11.45,100,2
"Injectors",13,44.8,"Decision_Actors","Power sector investment implications of climate impacts on renewable resources in Latin America and the Caribbean.pdf",131,29,7497,9.92,44.83,1.73
"Beneficiaries",2,6.9,"Decision_Actors","Power sector investment implications of climate impacts on renewable resources in Latin America and the Caribbean.pdf",131,29,7497,1.53,6.9,0.27
"Affected",4,13.8,"Decision_Actors","Power sector investment implications of climate impacts on renewable resources in Latin America and the Caribbean.pdf",131,29,7497,3.05,13.79,0.53
"Regulators",8,27.6,"Decision_Actors","Power sector investment implications of climate impacts on renewable resources in Latin America and the Caribbean.pdf",131,29,7497,6.11,27.59,1.07
"Influencers",2,6.9,"Decision_Actors","Power sector investment implications of climate impacts on renewable resources in Latin America and the Caribbean.pdf",131,29,7497,1.53,6.9,0.27
"Information",79,100,"Participation_Levels","Power sector investment implications of climate impacts on renewable resources in Latin America and the Caribbean.pdf",131,79,7497,60.31,100,10.54
"Methodological",6,75,"Challenges","Power sector investment implications of climate impacts on renewable resources in Latin America and the Caribbean.pdf",131,8,7497,4.58,75,0.8
"Methodological",1,12.5,"Challenges","Power sector investment implications of climate impacts on renewable resources in Latin America and the Caribbean.pdf",131,8,7497,0.76,12.5,0.13
"Methodological",1,12.5,"Challenges","Power sector investment implications of climate impacts on renewable resources in Latin America and the Caribbean.pdf",131,8,7497,0.76,12.5,0.13
"Extractors",1,2.3,"Decision_Actors","Regla de Cobertura Óptima RCO de embalses para evitar sequías..pdf",54,44,8215,1.85,2.27,0.12
"Affected",11,25,"Decision_Actors","Regla de Cobertura Óptima RCO de embalses para evitar sequías..pdf",54,44,8215,20.37,25,1.34
"Regulators",4,9.1,"Decision_Actors","Regla de Cobertura Óptima RCO de embalses para evitar sequías..pdf",54,44,8215,7.41,9.09,0.49
"Influencers",28,63.6,"Decision_Actors","Regla de Cobertura Óptima RCO de embalses para evitar sequías..pdf",54,44,8215,51.85,63.64,3.41
"Information",7,87.5,"Participation_Levels","Regla de Cobertura Óptima RCO de embalses para evitar sequías..pdf",54,8,8215,12.96,87.5,0.85
"Consultation",1,12.5,"Participation_Levels","Regla de Cobertura Óptima RCO de embalses para evitar sequías..pdf",54,8,8215,1.85,12.5,0.12
"Methodological",2,100,"Challenges","Regla de Cobertura Óptima RCO de embalses para evitar sequías..pdf",54,2,8215,3.7,100,0.24
"Epistemic",15,100,"Uncertainty_Types","Robust-Strategy-for-Assessing-the-Costs-of-Urban-Drainage-System-Designs-under-Climate-Change-ScenariosJournal-of-Water-Resources-Planning-and-Management.pdf",58,15,7402,25.86,100,2.03
"Injectors",13,36.1,"Decision_Actors","Robust-Strategy-for-Assessing-the-Costs-of-Urban-Drainage-System-Designs-under-Climate-Change-ScenariosJournal-of-Water-Resources-Planning-and-Management.pdf",58,36,7402,22.41,36.11,1.76
"Beneficiaries",3,8.3,"Decision_Actors","Robust-Strategy-for-Assessing-the-Costs-of-Urban-Drainage-System-Designs-under-Climate-Change-ScenariosJournal-of-Water-Resources-Planning-and-Management.pdf",58,36,7402,5.17,8.33,0.41
"Affected",7,19.4,"Decision_Actors","Robust-Strategy-for-Assessing-the-Costs-of-Urban-Drainage-System-Designs-under-Climate-Change-ScenariosJournal-of-Water-Resources-Planning-and-Management.pdf",58,36,7402,12.07,19.44,0.95
"Regulators",13,36.1,"Decision_Actors","Robust-Strategy-for-Assessing-the-Costs-of-Urban-Drainage-System-Designs-under-Climate-Change-ScenariosJournal-of-Water-Resources-Planning-and-Management.pdf",58,36,7402,22.41,36.11,1.76
"Information",2,40,"Participation_Levels","Robust-Strategy-for-Assessing-the-Costs-of-Urban-Drainage-System-Designs-under-Climate-Change-ScenariosJournal-of-Water-Resources-Planning-and-Management.pdf",58,5,7402,3.45,40,0.27
"Consultation",1,20,"Participation_Levels","Robust-Strategy-for-Assessing-the-Costs-of-Urban-Drainage-System-Designs-under-Climate-Change-ScenariosJournal-of-Water-Resources-Planning-and-Management.pdf",58,5,7402,1.72,20,0.14
"Collaboration",2,40,"Participation_Levels","Robust-Strategy-for-Assessing-the-Costs-of-Urban-Drainage-System-Designs-under-Climate-Change-ScenariosJournal-of-Water-Resources-Planning-and-Management.pdf",58,5,7402,3.45,40,0.27
"Institutional",1,50,"Challenges","Robust-Strategy-for-Assessing-the-Costs-of-Urban-Drainage-System-Designs-under-Climate-Change-ScenariosJournal-of-Water-Resources-Planning-and-Management.pdf",58,2,7402,1.72,50,0.14
"Methodological",1,50,"Challenges","Robust-Strategy-for-Assessing-the-Costs-of-Urban-Drainage-System-Designs-under-Climate-Change-ScenariosJournal-of-Water-Resources-Planning-and-Management.pdf",58,2,7402,1.72,50,0.14
"Deep uncertainty",14,15.2,"Uncertainty_Types","Robust Prioritization Framework for Transport Infrastructure Adaptation Investments under Uncertainty of Climate Change.pdf",144,92,5632,9.72,15.22,2.49
"Epistemic",78,84.8,"Uncertainty_Types","Robust Prioritization Framework for Transport Infrastructure Adaptation Investments under Uncertainty of Climate Change.pdf",144,92,5632,54.17,84.78,13.85
"Injectors",29,65.9,"Decision_Actors","Robust Prioritization Framework for Transport Infrastructure Adaptation Investments under Uncertainty of Climate Change.pdf",144,44,5632,20.14,65.91,5.15
"Beneficiaries",7,15.9,"Decision_Actors","Robust Prioritization Framework for Transport Infrastructure Adaptation Investments under Uncertainty of Climate Change.pdf",144,44,5632,4.86,15.91,1.24
"Affected",1,2.3,"Decision_Actors","Robust Prioritization Framework for Transport Infrastructure Adaptation Investments under Uncertainty of Climate Change.pdf",144,44,5632,0.69,2.27,0.18
"Regulators",5,11.4,"Decision_Actors","Robust Prioritization Framework for Transport Infrastructure Adaptation Investments under Uncertainty of Climate Change.pdf",144,44,5632,3.47,11.36,0.89
"Influencers",2,4.5,"Decision_Actors","Robust Prioritization Framework for Transport Infrastructure Adaptation Investments under Uncertainty of Climate Change.pdf",144,44,5632,1.39,4.55,0.36
"Information",8,100,"Participation_Levels","Robust Prioritization Framework for Transport Infrastructure Adaptation Investments under Uncertainty of Climate Change.pdf",144,8,5632,5.56,100,1.42
"Deep uncertainty",24,15.6,"Uncertainty_Types","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",948,154,40775,2.53,15.58,0.59
"Epistemic",130,84.4,"Uncertainty_Types","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",948,154,40775,13.71,84.42,3.19
"Extractors",11,2.1,"Decision_Actors","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",948,526,40775,1.16,2.09,0.27
"Injectors",38,7.2,"Decision_Actors","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",948,526,40775,4.01,7.22,0.93
"Beneficiaries",119,22.6,"Decision_Actors","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",948,526,40775,12.55,22.62,2.92
"Affected",37,7,"Decision_Actors","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",948,526,40775,3.9,7.03,0.91
"Regulators",200,38,"Decision_Actors","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",948,526,40775,21.1,38.02,4.9
"Influencers",121,23,"Decision_Actors","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",948,526,40775,12.76,23,2.97
"Information",41,53.9,"Participation_Levels","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",948,76,40775,4.32,53.95,1.01
"Consultation",9,11.8,"Participation_Levels","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",948,76,40775,0.95,11.84,0.22
"Collaboration",9,11.8,"Participation_Levels","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",948,76,40775,0.95,11.84,0.22
"Co-decision",1,1.3,"Participation_Levels","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",948,76,40775,0.11,1.32,0.02
"Empowerment",16,21.1,"Participation_Levels","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",948,76,40775,1.69,21.05,0.39
"Epistemological",2,1,"Challenges","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",948,192,40775,0.21,1.04,0.05
"Institutional",7,3.6,"Challenges","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",948,192,40775,0.74,3.65,0.17
"Institutional",7,3.6,"Challenges","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",948,192,40775,0.74,3.65,0.17
"Institutional",7,3.6,"Challenges","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",948,192,40775,0.74,3.65,0.17
"Social",1,0.5,"Challenges","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",948,192,40775,0.11,0.52,0.02
"Social",1,0.5,"Challenges","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",948,192,40775,0.11,0.52,0.02
"Methodological",165,85.9,"Challenges","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",948,192,40775,17.41,85.94,4.05
"Methodological",1,0.5,"Challenges","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",948,192,40775,0.11,0.52,0.02
"Methodological",1,0.5,"Challenges","The Benefits and Costs of Reaching Net Zero Emissions in Latin America and the Caribbean.pdf",948,192,40775,0.11,0.52,0.02
"Deep uncertainty",12,6.5,"Uncertainty_Types","The benefits for decarbonization.pdf",637,185,21017,1.88,6.49,0.57
"Epistemic",173,93.5,"Uncertainty_Types","The benefits for decarbonization.pdf",637,185,21017,27.16,93.51,8.23
"Extractors",2,0.6,"Decision_Actors","The benefits for decarbonization.pdf",637,343,21017,0.31,0.58,0.1
"Injectors",24,7,"Decision_Actors","The benefits for decarbonization.pdf",637,343,21017,3.77,7,1.14
"Beneficiaries",110,32.1,"Decision_Actors","The benefits for decarbonization.pdf",637,343,21017,17.27,32.07,5.23
"Affected",13,3.8,"Decision_Actors","The benefits for decarbonization.pdf",637,343,21017,2.04,3.79,0.62
"Regulators",119,34.7,"Decision_Actors","The benefits for decarbonization.pdf",637,343,21017,18.68,34.69,5.66
"Influencers",75,21.9,"Decision_Actors","The benefits for decarbonization.pdf",637,343,21017,11.77,21.87,3.57
"Information",40,46,"Participation_Levels","The benefits for decarbonization.pdf",637,87,21017,6.28,45.98,1.9
"Consultation",6,6.9,"Participation_Levels","The benefits for decarbonization.pdf",637,87,21017,0.94,6.9,0.29
"Collaboration",13,14.9,"Participation_Levels","The benefits for decarbonization.pdf",637,87,21017,2.04,14.94,0.62
"Empowerment",28,32.2,"Participation_Levels","The benefits for decarbonization.pdf",637,87,21017,4.4,32.18,1.33
"Institutional",1,4.5,"Challenges","The benefits for decarbonization.pdf",637,22,21017,0.16,4.55,0.05
"Institutional",1,4.5,"Challenges","The benefits for decarbonization.pdf",637,22,21017,0.16,4.55,0.05
"Institutional",1,4.5,"Challenges","The benefits for decarbonization.pdf",637,22,21017,0.16,4.55,0.05
"Methodological",13,59.1,"Challenges","The benefits for decarbonization.pdf",637,22,21017,2.04,59.09,0.62
"Methodological",3,13.6,"Challenges","The benefits for decarbonization.pdf",637,22,21017,0.47,13.64,0.14
"Methodological",3,13.6,"Challenges","The benefits for decarbonization.pdf",637,22,21017,0.47,13.64,0.14
"Epistemic",29,100,"Uncertainty_Types","The Implications of Global Change for the Co-Evolution of Argentina's Integrated Energy-Water-Land Systems.pdf",142,29,14311,20.42,100,2.03
"Extractors",6,9.2,"Decision_Actors","The Implications of Global Change for the Co-Evolution of Argentina's Integrated Energy-Water-Land Systems.pdf",142,65,14311,4.23,9.23,0.42
"Injectors",21,32.3,"Decision_Actors","The Implications of Global Change for the Co-Evolution of Argentina's Integrated Energy-Water-Land Systems.pdf",142,65,14311,14.79,32.31,1.47
"Beneficiaries",7,10.8,"Decision_Actors","The Implications of Global Change for the Co-Evolution of Argentina's Integrated Energy-Water-Land Systems.pdf",142,65,14311,4.93,10.77,0.49
"Affected",6,9.2,"Decision_Actors","The Implications of Global Change for the Co-Evolution of Argentina's Integrated Energy-Water-Land Systems.pdf",142,65,14311,4.23,9.23,0.42
"Regulators",18,27.7,"Decision_Actors","The Implications of Global Change for the Co-Evolution of Argentina's Integrated Energy-Water-Land Systems.pdf",142,65,14311,12.68,27.69,1.26
"Influencers",7,10.8,"Decision_Actors","The Implications of Global Change for the Co-Evolution of Argentina's Integrated Energy-Water-Land Systems.pdf",142,65,14311,4.93,10.77,0.49
"Information",18,39.1,"Participation_Levels","The Implications of Global Change for the Co-Evolution of Argentina's Integrated Energy-Water-Land Systems.pdf",142,46,14311,12.68,39.13,1.26
"Collaboration",3,6.5,"Participation_Levels","The Implications of Global Change for the Co-Evolution of Argentina's Integrated Energy-Water-Land Systems.pdf",142,46,14311,2.11,6.52,0.21
"Empowerment",25,54.3,"Participation_Levels","The Implications of Global Change for the Co-Evolution of Argentina's Integrated Energy-Water-Land Systems.pdf",142,46,14311,17.61,54.35,1.75
"Methodological",2,100,"Challenges","The Implications of Global Change for the Co-Evolution of Argentina's Integrated Energy-Water-Land Systems.pdf",142,2,14311,1.41,100,0.14
"Deep uncertainty",23,37.1,"Uncertainty_Types","The influence of deep uncertainty.pdf",114,62,4712,20.18,37.1,4.88
"Epistemic",39,62.9,"Uncertainty_Types","The influence of deep uncertainty.pdf",114,62,4712,34.21,62.9,8.28
"Injectors",7,29.2,"Decision_Actors","The influence of deep uncertainty.pdf",114,24,4712,6.14,29.17,1.49
"Beneficiaries",1,4.2,"Decision_Actors","The influence of deep uncertainty.pdf",114,24,4712,0.88,4.17,0.21
"Affected",2,8.3,"Decision_Actors","The influence of deep uncertainty.pdf",114,24,4712,1.75,8.33,0.42
"Regulators",8,33.3,"Decision_Actors","The influence of deep uncertainty.pdf",114,24,4712,7.02,33.33,1.7
"Influencers",6,25,"Decision_Actors","The influence of deep uncertainty.pdf",114,24,4712,5.26,25,1.27
"Information",5,62.5,"Participation_Levels","The influence of deep uncertainty.pdf",114,8,4712,4.39,62.5,1.06
"Consultation",1,12.5,"Participation_Levels","The influence of deep uncertainty.pdf",114,8,4712,0.88,12.5,0.21
"Empowerment",2,25,"Participation_Levels","The influence of deep uncertainty.pdf",114,8,4712,1.75,25,0.42
"Institutional",1,5,"Challenges","The influence of deep uncertainty.pdf",114,20,4712,0.88,5,0.21
"Methodological",19,95,"Challenges","The influence of deep uncertainty.pdf",114,20,4712,16.67,95,4.03
"Deep uncertainty",2,33.3,"Uncertainty_Types","Trade and Climate Mitigation Interactions Create Agro-Economic Opportunities With Social and Environmental Trade-Offs in Latin America and the Caribbean.pdf",93,6,8865,2.15,33.33,0.23
"Epistemic",4,66.7,"Uncertainty_Types","Trade and Climate Mitigation Interactions Create Agro-Economic Opportunities With Social and Environmental Trade-Offs in Latin America and the Caribbean.pdf",93,6,8865,4.3,66.67,0.45
"Extractors",3,6.1,"Decision_Actors","Trade and Climate Mitigation Interactions Create Agro-Economic Opportunities With Social and Environmental Trade-Offs in Latin America and the Caribbean.pdf",93,49,8865,3.23,6.12,0.34
"Injectors",3,6.1,"Decision_Actors","Trade and Climate Mitigation Interactions Create Agro-Economic Opportunities With Social and Environmental Trade-Offs in Latin America and the Caribbean.pdf",93,49,8865,3.23,6.12,0.34
"Beneficiaries",34,69.4,"Decision_Actors","Trade and Climate Mitigation Interactions Create Agro-Economic Opportunities With Social and Environmental Trade-Offs in Latin America and the Caribbean.pdf",93,49,8865,36.56,69.39,3.84
"Affected",4,8.2,"Decision_Actors","Trade and Climate Mitigation Interactions Create Agro-Economic Opportunities With Social and Environmental Trade-Offs in Latin America and the Caribbean.pdf",93,49,8865,4.3,8.16,0.45
"Regulators",5,10.2,"Decision_Actors","Trade and Climate Mitigation Interactions Create Agro-Economic Opportunities With Social and Environmental Trade-Offs in Latin America and the Caribbean.pdf",93,49,8865,5.38,10.2,0.56
"Information",38,100,"Participation_Levels","Trade and Climate Mitigation Interactions Create Agro-Economic Opportunities With Social and Environmental Trade-Offs in Latin America and the Caribbean.pdf",93,38,8865,40.86,100,4.29
"Knightian",2,1.5,"Uncertainty_Types","Unveiling uncertainties to enhance sustainability.pdf",299,132,6306,0.67,1.52,0.32
"Ontological",6,4.5,"Uncertainty_Types","Unveiling uncertainties to enhance sustainability.pdf",299,132,6306,2.01,4.55,0.95
"Deep uncertainty",22,16.7,"Uncertainty_Types","Unveiling uncertainties to enhance sustainability.pdf",299,132,6306,7.36,16.67,3.49
"Epistemic",97,73.5,"Uncertainty_Types","Unveiling uncertainties to enhance sustainability.pdf",299,132,6306,32.44,73.48,15.38
"Normative",2,1.5,"Uncertainty_Types","Unveiling uncertainties to enhance sustainability.pdf",299,132,6306,0.67,1.52,0.32
"Ambiguity",3,2.3,"Uncertainty_Types","Unveiling uncertainties to enhance sustainability.pdf",299,132,6306,1,2.27,0.48
"Extractors",2,2,"Decision_Actors","Unveiling uncertainties to enhance sustainability.pdf",299,102,6306,0.67,1.96,0.32
"Injectors",62,60.8,"Decision_Actors","Unveiling uncertainties to enhance sustainability.pdf",299,102,6306,20.74,60.78,9.83
"Beneficiaries",9,8.8,"Decision_Actors","Unveiling uncertainties to enhance sustainability.pdf",299,102,6306,3.01,8.82,1.43
"Affected",6,5.9,"Decision_Actors","Unveiling uncertainties to enhance sustainability.pdf",299,102,6306,2.01,5.88,0.95
"Regulators",14,13.7,"Decision_Actors","Unveiling uncertainties to enhance sustainability.pdf",299,102,6306,4.68,13.73,2.22
"Influencers",9,8.8,"Decision_Actors","Unveiling uncertainties to enhance sustainability.pdf",299,102,6306,3.01,8.82,1.43
"Information",12,20.7,"Participation_Levels","Unveiling uncertainties to enhance sustainability.pdf",299,58,6306,4.01,20.69,1.9
"Collaboration",15,25.9,"Participation_Levels","Unveiling uncertainties to enhance sustainability.pdf",299,58,6306,5.02,25.86,2.38
"Co-decision",4,6.9,"Participation_Levels","Unveiling uncertainties to enhance sustainability.pdf",299,58,6306,1.34,6.9,0.63
"Empowerment",27,46.6,"Participation_Levels","Unveiling uncertainties to enhance sustainability.pdf",299,58,6306,9.03,46.55,4.28
"Methodological",7,100,"Challenges","Unveiling uncertainties to enhance sustainability.pdf",299,7,6306,2.34,100,1.11
"Epistemic",8,100,"Uncertainty_Types","UP 8 (2) - Social-Ecological Knowledge Integration in Co-Design Processes_ Lessons From Two Resilient Urban Parks in Chile.pdf",250,8,7168,3.2,100,1.12
"Extractors",2,1.4,"Decision_Actors","UP 8 (2) - Social-Ecological Knowledge Integration in Co-Design Processes_ Lessons From Two Resilient Urban Parks in Chile.pdf",250,140,7168,0.8,1.43,0.28
"Injectors",7,5,"Decision_Actors","UP 8 (2) - Social-Ecological Knowledge Integration in Co-Design Processes_ Lessons From Two Resilient Urban Parks in Chile.pdf",250,140,7168,2.8,5,0.98
"Beneficiaries",80,57.1,"Decision_Actors","UP 8 (2) - Social-Ecological Knowledge Integration in Co-Design Processes_ Lessons From Two Resilient Urban Parks in Chile.pdf",250,140,7168,32,57.14,11.16
"Affected",12,8.6,"Decision_Actors","UP 8 (2) - Social-Ecological Knowledge Integration in Co-Design Processes_ Lessons From Two Resilient Urban Parks in Chile.pdf",250,140,7168,4.8,8.57,1.67
"Regulators",12,8.6,"Decision_Actors","UP 8 (2) - Social-Ecological Knowledge Integration in Co-Design Processes_ Lessons From Two Resilient Urban Parks in Chile.pdf",250,140,7168,4.8,8.57,1.67
